episode,step,raw_action_0,raw_action_1,raw_action_2,raw_action_3,raw_action_4,raw_action_5,raw_action_6,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,ft_force_x,ft_force_y,ft_force_z,peg_pos_x,peg_pos_y,peg_pos_z,hole_pos_x,hole_pos_y,hole_pos_z,processed_action_0,processed_action_1,processed_action_2,processed_action_3,processed_action_4,processed_action_5,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23
2,10,0.9027193784713745,-1.0,-0.0744357705116272,0.2552902102470398,0.8564366698265076,1.0,-0.5698091387748718,-0.4319871664047241,0.6706162691116333,0.50565505027771,-1.9444197416305542,-0.4974623918533325,2.477458953857422,1.3635648488998413,-0.2669535279273987,1.5673776865005493,1.7080938816070557,0.6120498180389404,0.04053725302219391,0.02610187791287899,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6048498749732971,0.03490401431918144,0.04946621134877205,-3.1370577812194824,0.16873995959758759,-2.9934388301455783e-09,-0.0022429227828979492,0.0008977428078651428,0.02803698554635048,0.0,0.9952976107597351,-0.09662041813135147,0.0,-0.023546217009425163,0.03287672623991966,0.006990730296820402,0.0,0.0,-0.03812064602971077,-1.1002352237701416,0.7351018786430359,2.4292759895324707,7.294997692108154,-0.13633039593696594,-0.10614527016878128,0.43679848313331604,0.0,0.0,0.34591132402420044,-0.8892066478729248
2,11,1.0,0.07363388687372208,-1.0,0.34688907861709595,-0.2188463807106018,0.9133133292198181,-0.5891974568367004,-0.4350428581237793,0.6703295707702637,0.5076237916946411,-1.9474875926971436,-0.5014771223068237,2.4832513332366943,1.355934500694275,0.4205571413040161,1.8287543058395386,4.335312843322754,0.6121861338615417,0.04054797813296318,0.02607051655650139,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6091135144233704,0.03557857125997543,0.04407515004277229,-3.134962558746338,0.20399940013885498,8.600871126418497e-09,-0.0017772316932678223,0.0007945634424686432,0.02793528139591217,0.0,0.9957993626594543,-0.09139434248209,0.0,0.02650737576186657,0.026130525395274162,-5.4091211495688185e-05,0.0,0.0,1.1362584700691514e-05,0.7029703855514526,-0.5419365167617798,4.473386287689209,7.294997692108154,-0.051057107746601105,-0.09265416115522385,0.3289772570133209,0.0,0.0,0.3884906768798828,-0.8666931986808777
2,12,1.0,0.7207872271537781,-1.0,-1.0,0.9615123867988586,1.0,-0.9344329237937927,-0.4367772936820984,0.670360803604126,0.5081787109375,-1.9509766101837158,-0.502960741519928,2.4914612770080566,1.3638514280319214,0.37870872020721436,0.9557899236679077,5.840114593505859,0.6124044060707092,0.04090765863656998,0.025682389736175537,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6130572557449341,0.038630712777376175,0.0390886515378952,-3.119359016418457,0.3731015622615814,1.5647637852111984e-08,-0.002240419387817383,0.0010611414909362793,0.027281180024147034,0.0,0.99547278881073,-0.09487553685903549,0.0,-0.03804444894194603,0.02132311277091503,-0.031129268929362297,0.0,0.0,0.006084623746573925,1.9764567613601685,-0.2132207155227661,6.717966556549072,7.294997692108154,0.02781704068183899,-0.03161133453249931,0.22924724221229553,0.0,0.0,0.4343799948692322,-0.8717765808105469
2,13,0.2944231629371643,0.19044345617294312,-0.4250451624393463,0.4060145318508148,1.0,0.9575843811035156,-0.7638590931892395,-0.43701091408729553,0.6712358593940735,0.5075951218605042,-1.9543085098266602,-0.5054628849029541,2.500485897064209,1.3758816719055176,0.32716405391693115,0.7103855013847351,3.79540753364563,0.6125551462173462,0.04153857007622719,0.024769924581050873,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6140576004981995,0.039463892579078674,0.036633655428886414,-3.1096057891845703,0.4471653401851654,2.4618481475613407e-08,-0.0016363263130187988,0.0010436736047267914,0.026591408997774124,0.0,0.9949841499328613,-0.09980577975511551,0.0,0.03293752297759056,-0.052130069583654404,-0.0035905835684388876,0.0,0.0,-0.007541785482317209,1.2384076118469238,0.4693183898925781,4.871126174926758,7.294997692108154,0.04782388359308243,-0.014947745949029922,0.18014737963676453,0.0,0.0,0.47364264726638794,-0.8636781573295593
2,14,0.433893084526062,-0.34340688586235046,0.8155543208122253,-0.6490261554718018,0.042642414569854736,0.45153042674064636,-0.37199294567108154,-0.4331042170524597,0.6749721765518188,0.501348078250885,-1.9564940929412842,-0.5084604620933533,2.5126006603240967,1.3874224424362183,0.9903819561004639,1.1855875253677368,1.6451623439788818,0.6127493977546692,0.04150822386145592,0.021979602053761482,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6155061721801758,0.03823146969079971,0.03901778906583786,-3.1074249744415283,0.46207690238952637,2.3212201938349608e-08,-0.0019797086715698242,0.001611068844795227,0.02399812638759613,0.0,0.9944730401039124,-0.10465741157531738,0.0,-0.01652955822646618,0.021157262846827507,0.022302119061350822,0.0,0.0,-0.030478613451123238,3.207301139831543,2.2541542053222656,1.9710848331451416,7.294997692108154,0.0767955482006073,-0.039596203714609146,0.22783002257347107,0.0,0.0,0.47198328375816345,-0.8267807960510254
2,15,0.018393859267234802,0.039717912673950195,-0.5495116114616394,-0.29294776916503906,-0.9864751100540161,0.16053882241249084,-0.14995917677879333,-0.4272870719432831,0.6810548901557922,0.4931880831718445,-1.9574341773986816,-0.5113168358802795,2.525439977645874,1.3980109691619873,1.3482154607772827,0.8040090203285217,1.3263883590698242,0.6128782629966736,0.04162583500146866,0.018075499683618546,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6152870059013367,0.03852906450629234,0.036101099103689194,-3.1126654148101807,0.4253460466861725,1.7643730032546046e-08,-0.0018385052680969238,0.0018592365086078644,0.019997812807559967,0.0,0.9941109418869019,-0.1079326644539833,0.0,-0.0035834310110658407,0.03896221145987511,0.012062340043485165,0.0,0.0,0.21757587790489197,0.15607750415802002,1.7483118772506714,1.6653071641921997,7.294997692108154,0.07241293042898178,-0.033644262701272964,0.16949622333049774,0.0,0.0,0.44861164689064026,-0.7759903073310852
2,16,-0.6420220136642456,0.07909826934337616,-1.0,-0.18718141317367554,-0.23810406029224396,1.0,0.13351306319236755,-0.4206114411354065,0.6888735294342041,0.48393091559410095,-1.9575941562652588,-0.5146192908287048,2.537761688232422,1.4099197387695312,-0.09686432033777237,0.8044083118438721,0.8178166747093201,0.6127073764801025,0.0415804460644722,0.013250358402729034,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6126063466072083,0.038952089846134186,0.03171299025416374,-3.1030209064483643,0.49078088998794556,2.7675813640826163e-08,-0.002059638500213623,0.0017212815582752228,0.014750681817531586,0.0,0.9933947324752808,-0.11431410908699036,0.0,0.0009799002436921,0.026282964274287224,-0.038262154906988144,0.0,0.0,-0.1486770212650299,-0.07306007295846939,0.7907469868659973,0.8593883514404297,7.294997692108154,0.018799815326929092,-0.02518375962972641,0.0817340835928917,0.0,0.0,0.48998934030532837,-0.7077387571334839
2,17,0.1844741404056549,0.3433302342891693,-1.0,-0.19435077905654907,0.0021947622299194336,0.9416896104812622,0.26182153820991516,-0.4136032164096832,0.698752224445343,0.47457531094551086,-1.9560377597808838,-0.5196098685264587,2.550795555114746,1.4229615926742554,0.06904511153697968,0.2593845725059509,0.3547983765602112,0.6129265427589417,0.04170837998390198,0.007948426529765129,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6132280230522156,0.040334805846214294,0.02765418030321598,-3.100588321685791,0.5059220194816589,3.7082227066775886e-08,-0.001883864402770996,0.0019609369337558746,0.0100083127617836,0.0,0.9929248094558716,-0.11815034598112106,0.0,0.005071162711828947,0.04047676548361778,0.03068670444190502,0.0,0.0,0.09071584790945053,-1.071748971939087,1.8075482845306396,1.0173285007476807,7.294997692108154,0.03123246133327484,0.002470521256327629,0.0005578547716140747,0.0,0.0,0.5238861441612244,-0.6349803805351257
2,18,0.22932077944278717,0.49606645107269287,-1.0,-0.38822415471076965,-0.36446473002433777,0.384459912776947,0.31963369250297546,-0.40777555108070374,0.7096102833747864,0.4670047163963318,-1.9534807205200195,-0.5259575843811035,2.561723470687866,1.437073826789856,0.9615261554718018,0.030882813036441803,1.5993952751159668,0.6129915118217468,0.0420234315097332,0.002557411789894104,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6139712333679199,0.04218684136867523,0.023899951949715614,-3.0980918407440186,0.5209912657737732,3.349054367163262e-08,-0.0013638734817504883,0.0022097229957580566,0.00448242574930191,0.0,0.9922805428504944,-0.12332931160926819,0.0,0.06355046480894089,0.03278106078505516,0.0153140714392066,0.0,0.0,0.0008254057029262185,0.813056468963623,0.4130556881427765,0.1415400505065918,7.294997692108154,0.046097543090581894,0.03951128572225571,-0.07452669739723206,0.0,0.0,0.5134232044219971,-0.5633435845375061
2,19,0.304159551858902,0.5051177740097046,-1.0,-0.7097592949867249,-0.18811634182929993,1.0,0.4443172812461853,-0.40815499424934387,0.7156883478164673,0.46751582622528076,-1.9482290744781494,-0.5350692868232727,2.5612854957580566,1.4531618356704712,1.8422152996063232,-0.6673391461372375,7.754539489746094,0.612962543964386,0.041991524398326874,0.0017378143966197968,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6149395704269409,0.04393386095762253,0.02042745240032673,-3.095431327819824,0.5365722179412842,4.285112353841214e-08,-0.0012370944023132324,0.001549597829580307,0.002716412767767906,0.0,0.9915933609008789,-0.12876485288143158,0.0,-0.050847526639699936,-0.015539824031293392,-0.016627682372927666,0.0,0.0,-0.10305923223495483,2.6608290672302246,-1.4683024883270264,7.015947341918945,7.294997692108154,0.06546321511268616,0.07445164769887924,-0.14397670328617096,0.0,0.0,0.5499372482299805,-0.48772597312927246
2,20,-0.13873261213302612,0.6054088473320007,-0.6501877307891846,-0.4355548024177551,-1.0,1.0,0.7157257795333862,-0.4127524495124817,0.7192007303237915,0.4741497337818146,-1.943549394607544,-0.5422483682632446,2.5516200065612793,1.468072772026062,0.15979330241680145,-1.0761020183563232,4.916291236877441,0.6129557490348816,0.04202782362699509,0.0017129294574260712,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6141733527183533,0.045926082879304886,0.018528081476688385,-3.0927350521087646,0.5519013404846191,5.076430298345258e-08,-0.0002549886703491211,0.00214221328496933,0.00293736532330513,0.0,0.9909163117408752,-0.13404108583927155,0.0,0.054717060178518295,0.039120014756917953,0.011872350238263607,0.0,0.0,-0.18501511216163635,1.1803239583969116,1.1400251388549805,4.4024434089660645,7.294997692108154,0.050139814615249634,0.11429610848426819,-0.18196412920951843,0.0,0.0,0.5837111473083496,-0.39741572737693787
2,21,0.23763242363929749,0.22894287109375,-0.3066614866256714,-0.8287426233291626,-0.3061946630477905,0.7728341817855835,0.8269487023353577,-0.4172426164150238,0.7228280305862427,0.4808199107646942,-1.9386520385742188,-0.5502267479896545,2.5415170192718506,1.4834496974945068,0.16353751718997955,-1.199096441268921,4.6937384605407715,0.6129509806632996,0.042034730315208435,0.001692233607172966,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6148768663406372,0.04635625332593918,0.018060199916362762,-3.090010404586792,0.5669576525688171,5.4356899426011296e-08,-0.0003402829170227051,0.0018773935735225677,0.0022304076701402664,0.0,0.9907028079032898,-0.13582083582878113,0.0,0.029761789366602898,-0.004574059974402189,-0.07148734480142593,0.0,0.0,0.5561700463294983,-0.9867640733718872,-0.6249955892562866,5.120779037475586,7.294997692108154,0.06420976668596268,0.12289950996637344,-0.19132176041603088,0.0,0.0,0.5979034900665283,-0.305536150932312
2,22,0.14352445304393768,0.12523218989372253,-0.35493364930152893,-1.0,-0.9497209787368774,1.0,0.8640498518943787,-0.4211912453174591,0.7264664173126221,0.48716306686401367,-1.933518409729004,-0.5582336187362671,2.530989408493042,1.4989420175552368,0.20468583703041077,-1.2452174425125122,4.9480695724487305,0.6129528880119324,0.04203180968761444,0.0016723163425922394,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6151744723320007,0.046365007758140564,0.017446305602788925,-3.087232828140259,0.5818923115730286,6.082097314674684e-08,-0.000446319580078125,0.0015002787113189697,0.002928059548139572,0.0,0.9897327423095703,-0.14286115765571594,0.0,0.0011229513911530375,-0.06312980502843857,0.013771354220807552,0.0,0.0,0.014781391248106956,-0.5166481733322144,-1.5352684259414673,6.025276184082031,7.294997692108154,0.07016175240278244,0.12307456135749817,-0.20359963178634644,0.0,0.0,0.6280778646469116,-0.21776729822158813
2,23,0.19653266668319702,0.6197839975357056,-0.08222419023513794,-0.2701348662376404,-0.5016391277313232,0.3977854251861572,0.9074416756629944,-0.4243484139442444,0.7301141023635864,0.4931265115737915,-1.9280369281768799,-0.5665671229362488,2.519753932952881,1.5150388479232788,0.12272181361913681,-2.28108811378479,4.847257614135742,0.6129432916641235,0.04206578806042671,0.0016530510038137436,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.615648627281189,0.048228729516267776,0.017901722341775894,-3.0843751430511475,0.5968552231788635,5.595778063138823e-08,-0.0005995631217956543,0.002535250037908554,0.003250373527407646,0.0,0.9890009760856628,-0.14789116382598877,0.0,-0.03348111733794212,0.03908782824873924,0.05389026924967766,0.0,0.0,-0.03869485482573509,-1.1920486688613892,-4.626002311706543,5.237394332885742,7.294997692108154,0.07964497059583664,0.16034898161888123,-0.19449129700660706,0.0,0.0,0.6107961535453796,-0.1333286017179489
2,24,0.10450981557369232,0.43731459975242615,0.07076908648014069,-0.44633904099464417,-0.1962125599384308,0.8797327280044556,0.9629948735237122,-0.42676496505737305,0.7334470748901367,0.498482346534729,-1.9226481914520264,-0.5736190676689148,2.5081586837768555,1.5305601358413696,0.3028373420238495,-3.4815094470977783,4.490185260772705,0.6128615140914917,0.04215705022215843,0.0016471538692712784,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6157419085502625,0.04926794022321701,0.01889701560139656,-3.0813872814178467,0.612092912197113,6.005497255046066e-08,-0.0004905462265014648,0.002167917788028717,0.003463560715317726,0.0,0.9881954789161682,-0.15318743884563446,0.0,-0.02348899655044079,-0.030182896181941032,0.07903463393449783,0.0,0.0,-0.1306345909833908,-0.8889094591140747,-3.4368157386779785,5.567983627319336,7.294997692108154,0.08151089400053024,0.1811332255601883,-0.17458544671535492,0.0,0.0,0.6309778690338135,-0.05105754733085632
2,25,0.3992374837398529,0.613162100315094,0.11049416661262512,-0.9884980320930481,0.5741773843765259,1.0,0.9791985750198364,-0.4284663796424866,0.7359488010406494,0.5024307370185852,-1.9183965921401978,-0.5781382918357849,2.498877763748169,1.544562578201294,0.6447240114212036,-4.463448524475098,3.7296955585479736,0.6126890182495117,0.04216156154870987,0.001667441800236702,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.616934061050415,0.050888970494270325,0.019966671243309975,-3.0781474113464355,0.6281830668449402,6.571056587745261e-08,-0.0001837611198425293,0.002894654870033264,0.003152819350361824,0.0,0.987389862537384,-0.1582271307706833,0.0,0.014870165847241879,0.04330560192465782,0.038974057883024216,0.0,0.0,-0.09568749368190765,0.7403613924980164,-6.104819297790527,2.8803374767303467,7.294997692108154,0.1053539514541626,0.21355384588241577,-0.15319231152534485,0.0,0.0,0.6586702466011047,0.026255641132593155
2,26,-0.21678663790225983,0.010332062840461731,-0.10259170085191727,-0.33412882685661316,0.06425532698631287,1.0,1.0,-0.4294392168521881,0.737864077091217,0.5052239298820496,-1.914914846420288,-0.5812142491340637,2.4912972450256348,1.5581185817718506,0.18910358846187592,-3.8694393634796143,3.6699814796447754,0.6125715374946594,0.042148176580667496,0.0016798470169305801,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6157253384590149,0.05012645572423935,0.020156532526016235,-3.074625015258789,0.6452017426490784,7.058697804041003e-08,-0.0006066560745239258,0.0024460628628730774,0.002992779016494751,0.0,0.9865958094596863,-0.16304899752140045,0.0,-0.032951828092336655,-0.019457189366221428,0.0177933257073164,0.0,0.0,0.066276416182518,0.779002845287323,-4.495537757873535,3.603295087814331,7.294997692108154,0.0811796560883522,0.19830355048179626,-0.14939510822296143,0.0,0.0,0.6842845678329468,0.09932803362607956
2,27,0.19477534294128418,-0.02281976491212845,-0.20871096849441528,-0.4132745563983917,-0.6614654064178467,0.8076677322387695,1.0,-0.42979109287261963,0.7393085956573486,0.5070369839668274,-1.9120347499847412,-0.5831419825553894,2.485231876373291,1.5710890293121338,0.6102453470230103,-3.383812665939331,3.8176779747009277,0.6124643683433533,0.0421304889023304,0.001691306009888649,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6161515712738037,0.049296773970127106,0.019933970645070076,-3.0708932876586914,0.6627359390258789,7.113062139296744e-08,0.00017338991165161133,0.002541143447160721,0.003357376903295517,0.0,0.985578179359436,-0.1690080314874649,0.0,0.06093978509306908,-0.014051645062863827,0.059846337884664536,0.0,0.0,-0.01855812780559063,-0.061684370040893555,-4.643362045288086,4.789409160614014,7.294997692108154,0.08970418572425842,0.1817098706960678,-0.15384633839130402,0.0,0.0,0.6935436129570007,0.1669168770313263
2,28,-0.2889586389064789,0.1638210564851761,-0.14308109879493713,-0.9660251140594482,-0.3205909729003906,1.0,1.0,-0.4297320544719696,0.7403016686439514,0.5081605315208435,-1.9098416566848755,-0.5843639969825745,2.4805097579956055,1.583916425704956,-0.2869095206260681,-3.0115458965301514,3.776681900024414,0.6123654246330261,0.04212062433362007,0.0017034132033586502,0.6124395728111267,0.0419236496090889,0.0016423389315605164,0.6147307753562927,0.04922965168952942,0.01997436210513115,-3.066984176635742,0.6805973052978516,7.593515505277537e-08,-0.00029391050338745117,0.0025953203439712524,0.002955954521894455,0.0,0.984541118144989,-0.1748763918876648,0.0,0.00818252470344305,-0.014884023927152157,0.010212956927716732,0.0,0.0,-0.04624328017234802,0.8039035201072693,-2.9432783126831055,4.197905540466309,7.294997692108154,0.06128830835223198,0.18036745488643646,-0.15303850173950195,0.0,0.0,0.7165409326553345,0.22943368554115295
